0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
111111101101101111101101,110100000101,0,0,0,1,0,1,0,1,1,1,1,1
111111101101101111101101,110100000101,1,0,0,1,0,1,0,1,1,1,1,1
111111101101101111101101,110100000101,1,0,0,1,0,1,0,0,1,1,0,0
111111101101101111101101,110100000101,1,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
101111101101111111101101,0,0,0,0,1,0,1,0,1,1,1,1,1
101111101101111111101101,0,0,0,0,1,0,1,0,1,1,1,1,1
101111101101111111101101,0,0,0,1,1,0,1,0,1,1,1,1,1
101111101101111111101101,0,0,0,1,1,0,1,0,0,1,1,0,0
101111101101111111101101,0,0,0,1,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,0,0,1,1011101110111011,1,0,1,1,1,0,0
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1
